timestamp,parking_id,capacity,occupancy,available_spaces,occupancy_rate,hour,weekday
2024-04-10 17:30:00,PARK_01,80,44,36,0.55,17,2
2024-04-10 18:00:00,PARK_01,80,37,43,0.463,18,2
2024-04-10 18:30:00,PARK_01,80,42,38,0.525,18,2
2024-04-10 19:00:00,PARK_01,80,46,34,0.575,19,2
2024-04-10 19:30:00,PARK_01,80,43,37,0.537,19,2
2024-04-10 20:00:00,PARK_01,80,42,38,0.525,20,2
2024-04-10 20:30:00,PARK_01,80,31,49,0.388,20,2
2024-04-10 21:00:00,PARK_01,80,30,50,0.375,21,2
2024-04-10 21:30:00,PARK_01,80,35,45,0.438,21,2
2024-04-10 22:00:00,PARK_01,80,29,51,0.362,22,2
2024-04-10 22:30:00,PARK_01,80,30,50,0.375,22,2
2024-04-10 23:00:00,PARK_01,80,25,55,0.312,23,2
2024-04-10 23:30:00,PARK_01,80,25,55,0.312,23,2
2024-04-11 00:00:00,PARK_01,80,21,59,0.263,0,3
2024-04-11 00:30:00,PARK_01,80,20,60,0.25,0,3
2024-04-11 01:00:00,PARK_01,80,21,59,0.263,1,3
2024-04-11 01:30:00,PARK_01,80,27,53,0.338,1,3
2024-04-11 02:00:00,PARK_01,80,23,57,0.287,2,3
2024-04-11 02:30:00,PARK_01,80,24,56,0.3,2,3
2024-04-11 03:00:00,PARK_01,80,24,56,0.3,3,3
2024-04-11 03:30:00,PARK_01,80,27,53,0.338,3,3
2024-04-11 04:00:00,PARK_01,80,24,56,0.3,4,3
2024-04-11 04:30:00,PARK_01,80,28,52,0.35,4,3
2024-04-11 05:00:00,PARK_01,80,28,52,0.35,5,3
2024-04-11 05:30:00,PARK_01,80,29,51,0.362,5,3
2024-04-11 06:00:00,PARK_01,80,30,50,0.375,6,3
2024-04-11 06:30:00,PARK_01,80,33,47,0.412,6,3
2024-04-11 07:00:00,PARK_01,80,36,44,0.45,7,3
2024-04-11 07:30:00,PARK_01,80,34,46,0.425,7,3
2024-04-11 08:00:00,PARK_01,80,43,37,0.537,8,3
2024-04-11 08:30:00,PARK_01,80,44,36,0.55,8,3
2024-04-11 09:00:00,PARK_01,80,49,31,0.613,9,3
2024-04-11 09:30:00,PARK_01,80,46,34,0.575,9,3
2024-04-11 10:00:00,PARK_01,80,59,21,0.738,10,3
2024-04-11 10:30:00,PARK_01,80,50,30,0.625,10,3
2024-04-11 11:00:00,PARK_01,80,54,26,0.675,11,3
2024-04-11 11:30:00,PARK_01,80,50,30,0.625,11,3
2024-04-11 12:00:00,PARK_01,80,50,30,0.625,12,3
2024-04-11 12:30:00,PARK_01,80,54,26,0.675,12,3
2024-04-11 13:00:00,PARK_01,80,55,25,0.688,13,3
2024-04-11 13:30:00,PARK_01,80,57,23,0.713,13,3
2024-04-11 14:00:00,PARK_01,80,52,28,0.65,14,3
2024-04-11 14:30:00,PARK_01,80,45,35,0.562,14,3
2024-04-11 15:00:00,PARK_01,80,42,38,0.525,15,3
2024-04-11 15:30:00,PARK_01,80,41,39,0.512,15,3
2024-04-11 16:00:00,PARK_01,80,44,36,0.55,16,3
2024-04-11 16:30:00,PARK_01,80,47,33,0.588,16,3
2024-04-11 17:00:00,PARK_01,80,43,37,0.537,17,3
2024-04-11 17:30:00,PARK_01,80,43,37,0.537,17,3
2024-04-11 18:00:00,PARK_01,80,45,35,0.562,18,3
2024-04-11 18:30:00,PARK_01,80,35,45,0.438,18,3
2024-04-11 19:00:00,PARK_01,80,46,34,0.575,19,3
2024-04-11 19:30:00,PARK_01,80,45,35,0.562,19,3
2024-04-11 20:00:00,PARK_01,80,40,40,0.5,20,3
2024-04-11 20:30:00,PARK_01,80,41,39,0.512,20,3
2024-04-11 21:00:00,PARK_01,80,31,49,0.388,21,3
2024-04-11 21:30:00,PARK_01,80,30,50,0.375,21,3
2024-04-11 22:00:00,PARK_01,80,35,45,0.438,22,3
2024-04-11 22:30:00,PARK_01,80,27,53,0.338,22,3
2024-04-11 23:00:00,PARK_01,80,33,47,0.412,23,3
2024-04-11 23:30:00,PARK_01,80,20,60,0.25,23,3
2024-04-12 00:00:00,PARK_01,80,27,53,0.338,0,4
2024-04-12 00:30:00,PARK_01,80,24,56,0.3,0,4
2024-04-12 01:00:00,PARK_01,80,19,61,0.237,1,4
2024-04-12 01:30:00,PARK_01,80,26,54,0.325,1,4
2024-04-12 02:00:00,PARK_01,80,21,59,0.263,2,4
2024-04-12 02:30:00,PARK_01,80,20,60,0.25,2,4
2024-04-12 03:00:00,PARK_01,80,25,55,0.312,3,4
2024-04-12 03:30:00,PARK_01,80,22,58,0.275,3,4
2024-04-12 04:00:00,PARK_01,80,23,57,0.287,4,4
2024-04-12 04:30:00,PARK_01,80,24,56,0.3,4,4
2024-04-12 05:00:00,PARK_01,80,35,45,0.438,5,4
2024-04-12 05:30:00,PARK_01,80,28,52,0.35,5,4
2024-04-12 06:00:00,PARK_01,80,31,49,0.388,6,4
2024-04-12 06:30:00,PARK_01,80,29,51,0.362,6,4
2024-04-12 07:00:00,PARK_01,80,33,47,0.412,7,4
2024-04-12 07:30:00,PARK_01,80,41,39,0.512,7,4
2024-04-12 08:00:00,PARK_01,80,48,32,0.6,8,4
2024-04-12 08:30:00,PARK_01,80,51,29,0.637,8,4
2024-04-12 09:00:00,PARK_01,80,52,28,0.65,9,4
2024-04-12 09:30:00,PARK_01,80,51,29,0.637,9,4
2024-04-12 10:00:00,PARK_01,80,58,22,0.725,10,4
2024-04-12 10:30:00,PARK_01,80,45,35,0.562,10,4
2024-04-12 11:00:00,PARK_01,80,51,29,0.637,11,4
2024-04-12 11:30:00,PARK_01,80,43,37,0.537,11,4
2024-04-12 12:00:00,PARK_01,80,62,18,0.775,12,4
2024-04-12 12:30:00,PARK_01,80,51,29,0.637,12,4
2024-04-12 13:00:00,PARK_01,80,62,18,0.775,13,4
2024-04-12 13:30:00,PARK_01,80,52,28,0.65,13,4
2024-04-12 14:00:00,PARK_01,80,45,35,0.562,14,4
2024-04-12 14:30:00,PARK_01,80,37,43,0.463,14,4
2024-04-12 15:00:00,PARK_01,80,49,31,0.613,15,4
2024-04-12 15:30:00,PARK_01,80,48,32,0.6,15,4
2024-04-12 16:00:00,PARK_01,80,42,38,0.525,16,4
2024-04-12 16:30:00,PARK_01,80,37,43,0.463,16,4
2024-04-12 17:00:00,PARK_01,80,42,38,0.525,17,4
2024-04-12 17:30:00,PARK_01,80,39,41,0.487,17,4
2024-04-12 18:00:00,PARK_01,80,41,39,0.512,18,4
2024-04-12 18:30:00,PARK_01,80,45,35,0.562,18,4
2024-04-12 19:00:00,PARK_01,80,33,47,0.412,19,4
2024-04-12 19:30:00,PARK_01,80,44,36,0.55,19,4
2024-04-12 20:00:00,PARK_01,80,35,45,0.438,20,4
2024-04-12 20:30:00,PARK_01,80,28,52,0.35,20,4
2024-04-12 21:00:00,PARK_01,80,28,52,0.35,21,4
2024-04-12 21:30:00,PARK_01,80,34,46,0.425,21,4
2024-04-12 22:00:00,PARK_01,80,30,50,0.375,22,4
2024-04-12 22:30:00,PARK_01,80,30,50,0.375,22,4
2024-04-12 23:00:00,PARK_01,80,22,58,0.275,23,4
2024-04-12 23:30:00,PARK_01,80,19,61,0.237,23,4
2024-04-13 00:00:00,PARK_01,80,25,55,0.312,0,5
2024-04-13 00:30:00,PARK_01,80,11,69,0.138,0,5
2024-04-13 01:00:00,PARK_01,80,23,57,0.287,1,5
2024-04-13 01:30:00,PARK_01,80,22,58,0.275,1,5
2024-04-13 02:00:00,PARK_01,80,21,59,0.263,2,5
2024-04-13 02:30:00,PARK_01,80,23,57,0.287,2,5
2024-04-13 03:00:00,PARK_01,80,18,62,0.225,3,5
2024-04-13 03:30:00,PARK_01,80,23,57,0.287,3,5
2024-04-13 04:00:00,PARK_01,80,28,52,0.35,4,5
2024-04-13 04:30:00,PARK_01,80,27,53,0.338,4,5
2024-04-13 05:00:00,PARK_01,80,29,51,0.362,5,5
2024-04-13 05:30:00,PARK_01,80,31,49,0.388,5,5
2024-04-13 06:00:00,PARK_01,80,28,52,0.35,6,5
2024-04-13 06:30:00,PARK_01,80,36,44,0.45,6,5
2024-04-13 07:00:00,PARK_01,80,38,42,0.475,7,5
2024-04-13 07:30:00,PARK_01,80,42,38,0.525,7,5
2024-04-13 08:00:00,PARK_01,80,39,41,0.487,8,5
2024-04-13 08:30:00,PARK_01,80,50,30,0.625,8,5
2024-04-13 09:00:00,PARK_01,80,50,30,0.625,9,5
2024-04-13 09:30:00,PARK_01,80,57,23,0.713,9,5
2024-04-13 10:00:00,PARK_01,80,59,21,0.738,10,5
2024-04-13 10:30:00,PARK_01,80,50,30,0.625,10,5
2024-04-13 11:00:00,PARK_01,80,58,22,0.725,11,5
2024-04-13 11:30:00,PARK_01,80,55,25,0.688,11,5
2024-04-13 12:00:00,PARK_01,80,55,25,0.688,12,5
2024-04-13 12:30:00,PARK_01,80,53,27,0.662,12,5
2024-04-13 13:00:00,PARK_01,80,53,27,0.662,13,5
2024-04-13 13:30:00,PARK_01,80,48,32,0.6,13,5
2024-04-13 14:00:00,PARK_01,80,42,38,0.525,14,5
2024-04-13 14:30:00,PARK_01,80,39,41,0.487,14,5
2024-04-13 15:00:00,PARK_01,80,44,36,0.55,15,5
2024-04-13 15:30:00,PARK_01,80,43,37,0.537,15,5
2024-04-13 16:00:00,PARK_01,80,40,40,0.5,16,5
2024-04-13 16:30:00,PARK_01,80,43,37,0.537,16,5
2024-04-13 17:00:00,PARK_01,80,40,40,0.5,17,5
2024-04-13 17:30:00,PARK_01,80,37,43,0.463,17,5
2024-04-13 18:00:00,PARK_01,80,44,36,0.55,18,5
2024-04-13 18:30:00,PARK_01,80,48,32,0.6,18,5
2024-04-13 19:00:00,PARK_01,80,44,36,0.55,19,5
2024-04-13 19:30:00,PARK_01,80,35,45,0.438,19,5
2024-04-13 20:00:00,PARK_01,80,43,37,0.537,20,5
2024-04-13 20:30:00,PARK_01,80,43,37,0.537,20,5
2024-04-13 21:00:00,PARK_01,80,39,41,0.487,21,5
2024-04-13 21:30:00,PARK_01,80,37,43,0.463,21,5
2024-04-13 22:00:00,PARK_01,80,36,44,0.45,22,5
2024-04-13 22:30:00,PARK_01,80,31,49,0.388,22,5
2024-04-13 23:00:00,PARK_01,80,27,53,0.338,23,5
2024-04-13 23:30:00,PARK_01,80,31,49,0.388,23,5
2024-04-14 00:00:00,PARK_01,80,21,59,0.263,0,6
2024-04-14 00:30:00,PARK_01,80,21,59,0.263,0,6
2024-04-14 01:00:00,PARK_01,80,20,60,0.25,1,6
2024-04-14 01:30:00,PARK_01,80,23,57,0.287,1,6
2024-04-14 02:00:00,PARK_01,80,22,58,0.275,2,6
2024-04-14 02:30:00,PARK_01,80,24,56,0.3,2,6
2024-04-14 03:00:00,PARK_01,80,23,57,0.287,3,6
2024-04-14 03:30:00,PARK_01,80,25,55,0.312,3,6
2024-04-14 04:00:00,PARK_01,80,24,56,0.3,4,6
2024-04-14 04:30:00,PARK_01,80,29,51,0.362,4,6
2024-04-14 05:00:00,PARK_01,80,29,51,0.362,5,6
2024-04-14 05:30:00,PARK_01,80,29,51,0.362,5,6
2024-04-14 06:00:00,PARK_01,80,22,58,0.275,6,6
2024-04-14 06:30:00,PARK_01,80,31,49,0.388,6,6
2024-04-14 07:00:00,PARK_01,80,39,41,0.487,7,6
2024-04-14 07:30:00,PARK_01,80,35,45,0.438,7,6
2024-04-14 08:00:00,PARK_01,80,40,40,0.5,8,6
2024-04-14 08:30:00,PARK_01,80,44,36,0.55,8,6
2024-04-14 09:00:00,PARK_01,80,54,26,0.675,9,6
2024-04-14 09:30:00,PARK_01,80,55,25,0.688,9,6
2024-04-14 10:00:00,PARK_01,80,57,23,0.713,10,6
2024-04-14 10:30:00,PARK_01,80,55,25,0.688,10,6
2024-04-14 11:00:00,PARK_01,80,50,30,0.625,11,6
2024-04-14 11:30:00,PARK_01,80,55,25,0.688,11,6
2024-04-14 12:00:00,PARK_01,80,52,28,0.65,12,6
2024-04-14 12:30:00,PARK_01,80,54,26,0.675,12,6
2024-04-14 13:00:00,PARK_01,80,50,30,0.625,13,6
2024-04-14 13:30:00,PARK_01,80,52,28,0.65,13,6
2024-04-14 14:00:00,PARK_01,80,49,31,0.613,14,6
2024-04-14 14:30:00,PARK_01,80,45,35,0.562,14,6
2024-04-14 15:00:00,PARK_01,80,36,44,0.45,15,6
2024-04-14 15:30:00,PARK_01,80,41,39,0.512,15,6
2024-04-14 16:00:00,PARK_01,80,40,40,0.5,16,6
2024-04-14 16:30:00,PARK_01,80,46,34,0.575,16,6
2024-04-14 17:00:00,PARK_01,80,46,34,0.575,17,6
2024-04-14 17:30:00,PARK_01,80,44,36,0.55,17,6
2024-04-14 18:00:00,PARK_01,80,44,36,0.55,18,6
2024-04-14 18:30:00,PARK_01,80,47,33,0.588,18,6
2024-04-14 19:00:00,PARK_01,80,48,32,0.6,19,6
2024-04-14 19:30:00,PARK_01,80,43,37,0.537,19,6
2024-04-14 20:00:00,PARK_01,80,45,35,0.562,20,6
2024-04-14 20:30:00,PARK_01,80,40,40,0.5,20,6
2024-04-14 21:00:00,PARK_01,80,35,45,0.438,21,6
2024-04-14 21:30:00,PARK_01,80,35,45,0.438,21,6
2024-04-14 22:00:00,PARK_01,80,40,40,0.5,22,6
2024-04-14 22:30:00,PARK_01,80,25,55,0.312,22,6
2024-04-14 23:00:00,PARK_01,80,24,56,0.3,23,6
2024-04-14 23:30:00,PARK_01,80,28,52,0.35,23,6
2024-04-15 00:00:00,PARK_01,80,29,51,0.362,0,0
2024-04-15 00:30:00,PARK_01,80,19,61,0.237,0,0
2024-04-15 01:00:00,PARK_01,80,21,59,0.263,1,0
2024-04-15 01:30:00,PARK_01,80,16,64,0.2,1,0
2024-04-15 02:00:00,PARK_01,80,16,64,0.2,2,0
2024-04-15 02:30:00,PARK_01,80,21,59,0.263,2,0
2024-04-15 03:00:00,PARK_01,80,20,60,0.25,3,0
2024-04-15 03:30:00,PARK_01,80,18,62,0.225,3,0
2024-04-15 04:00:00,PARK_01,80,28,52,0.35,4,0
2024-04-15 04:30:00,PARK_01,80,21,59,0.263,4,0
2024-04-15 05:00:00,PARK_01,80,30,50,0.375,5,0
2024-04-15 05:30:00,PARK_01,80,33,47,0.412,5,0
2024-04-15 06:00:00,PARK_01,80,34,46,0.425,6,0
2024-04-15 06:30:00,PARK_01,80,35,45,0.438,6,0
2024-04-15 07:00:00,PARK_01,80,25,55,0.312,7,0
2024-04-15 07:30:00,PARK_01,80,42,38,0.525,7,0
2024-04-15 08:00:00,PARK_01,80,39,41,0.487,8,0
2024-04-15 08:30:00,PARK_01,80,52,28,0.65,8,0
2024-04-15 09:00:00,PARK_01,80,51,29,0.637,9,0
2024-04-15 09:30:00,PARK_01,80,51,29,0.637,9,0
2024-04-15 10:00:00,PARK_01,80,60,20,0.75,10,0
2024-04-15 10:30:00,PARK_01,80,53,27,0.662,10,0
2024-04-15 11:00:00,PARK_01,80,61,19,0.762,11,0
2024-04-15 11:30:00,PARK_01,80,54,26,0.675,11,0
2024-04-15 12:00:00,PARK_01,80,51,29,0.637,12,0
2024-04-15 12:30:00,PARK_01,80,57,23,0.713,12,0
2024-04-15 13:00:00,PARK_01,80,43,37,0.537,13,0
2024-04-15 13:30:00,PARK_01,80,57,23,0.713,13,0
2024-04-15 14:00:00,PARK_01,80,45,35,0.562,14,0
2024-04-15 14:30:00,PARK_01,80,43,37,0.537,14,0
2024-04-15 15:00:00,PARK_01,80,37,43,0.463,15,0
2024-04-15 15:30:00,PARK_01,80,35,45,0.438,15,0
2024-04-15 16:00:00,PARK_01,80,48,32,0.6,16,0
2024-04-15 16:30:00,PARK_01,80,40,40,0.5,16,0
2024-04-15 17:00:00,PARK_01,80,43,37,0.537,17,0
2024-04-15 17:30:00,PARK_01,80,49,31,0.613,17,0
2024-04-15 18:00:00,PARK_01,80,45,35,0.562,18,0
2024-04-15 18:30:00,PARK_01,80,39,41,0.487,18,0
2024-04-15 19:00:00,PARK_01,80,39,41,0.487,19,0
2024-04-15 19:30:00,PARK_01,80,42,38,0.525,19,0
2024-04-15 20:00:00,PARK_01,80,43,37,0.537,20,0
2024-04-15 20:30:00,PARK_01,80,41,39,0.512,20,0
2024-04-15 21:00:00,PARK_01,80,31,49,0.388,21,0
2024-04-15 21:30:00,PARK_01,80,31,49,0.388,21,0
2024-04-15 22:00:00,PARK_01,80,29,51,0.362,22,0
2024-04-15 22:30:00,PARK_01,80,26,54,0.325,22,0
2024-04-15 23:00:00,PARK_01,80,26,54,0.325,23,0
2024-04-15 23:30:00,PARK_01,80,17,63,0.212,23,0
2024-04-16 00:00:00,PARK_01,80,18,62,0.225,0,1
2024-04-16 00:30:00,PARK_01,80,14,66,0.175,0,1
2024-04-16 01:00:00,PARK_01,80,27,53,0.338,1,1
2024-04-16 01:30:00,PARK_01,80,22,58,0.275,1,1
2024-04-16 02:00:00,PARK_01,80,23,57,0.287,2,1
2024-04-16 02:30:00,PARK_01,80,24,56,0.3,2,1
2024-04-16 03:00:00,PARK_01,80,21,59,0.263,3,1
2024-04-16 03:30:00,PARK_01,80,24,56,0.3,3,1
2024-04-16 04:00:00,PARK_01,80,25,55,0.312,4,1
2024-04-16 04:30:00,PARK_01,80,23,57,0.287,4,1
2024-04-16 05:00:00,PARK_01,80,37,43,0.463,5,1
2024-04-16 05:30:00,PARK_01,80,31,49,0.388,5,1
2024-04-16 06:00:00,PARK_01,80,32,48,0.4,6,1
2024-04-16 06:30:00,PARK_01,80,37,43,0.463,6,1
2024-04-16 07:00:00,PARK_01,80,44,36,0.55,7,1
2024-04-16 07:30:00,PARK_01,80,41,39,0.512,7,1
2024-04-16 08:00:00,PARK_01,80,39,41,0.487,8,1
2024-04-16 08:30:00,PARK_01,80,48,32,0.6,8,1
2024-04-16 09:00:00,PARK_01,80,49,31,0.613,9,1
2024-04-16 09:30:00,PARK_01,80,55,25,0.688,9,1
2024-04-16 10:00:00,PARK_01,80,55,25,0.688,10,1
2024-04-16 10:30:00,PARK_01,80,53,27,0.662,10,1
2024-04-16 11:00:00,PARK_01,80,51,29,0.637,11,1
2024-04-16 11:30:00,PARK_01,80,57,23,0.713,11,1
2024-04-16 12:00:00,PARK_01,80,51,29,0.637,12,1
2024-04-16 12:30:00,PARK_01,80,49,31,0.613,12,1
2024-04-16 13:00:00,PARK_01,80,55,25,0.688,13,1
2024-04-16 13:30:00,PARK_01,80,57,23,0.713,13,1
2024-04-16 14:00:00,PARK_01,80,46,34,0.575,14,1
2024-04-16 14:30:00,PARK_01,80,48,32,0.6,14,1
2024-04-16 15:00:00,PARK_01,80,45,35,0.562,15,1
2024-04-16 15:30:00,PARK_01,80,38,42,0.475,15,1
2024-04-16 16:00:00,PARK_01,80,48,32,0.6,16,1
2024-04-16 16:30:00,PARK_01,80,39,41,0.487,16,1
2024-04-16 17:00:00,PARK_01,80,50,30,0.625,17,1
2024-04-16 17:30:00,PARK_01,80,42,38,0.525,17,1
2024-04-16 18:00:00,PARK_01,80,42,38,0.525,18,1
2024-04-16 18:30:00,PARK_01,80,45,35,0.562,18,1
2024-04-16 19:00:00,PARK_01,80,40,40,0.5,19,1
2024-04-16 19:30:00,PARK_01,80,40,40,0.5,19,1
2024-04-16 20:00:00,PARK_01,80,38,42,0.475,20,1
2024-04-16 20:30:00,PARK_01,80,44,36,0.55,20,1
2024-04-16 21:00:00,PARK_01,80,37,43,0.463,21,1
2024-04-16 21:30:00,PARK_01,80,28,52,0.35,21,1
2024-04-16 22:00:00,PARK_01,80,31,49,0.388,22,1
2024-04-16 22:30:00,PARK_01,80,28,52,0.35,22,1
2024-04-16 23:00:00,PARK_01,80,24,56,0.3,23,1
2024-04-16 23:30:00,PARK_01,80,14,66,0.175,23,1
2024-04-17 00:00:00,PARK_01,80,22,58,0.275,0,2
2024-04-17 00:30:00,PARK_01,80,19,61,0.237,0,2
2024-04-17 01:00:00,PARK_01,80,13,67,0.163,1,2
2024-04-17 01:30:00,PARK_01,80,17,63,0.212,1,2
2024-04-17 02:00:00,PARK_01,80,24,56,0.3,2,2
2024-04-17 02:30:00,PARK_01,80,19,61,0.237,2,2
2024-04-17 03:00:00,PARK_01,80,23,57,0.287,3,2
2024-04-17 03:30:00,PARK_01,80,25,55,0.312,3,2
2024-04-17 04:00:00,PARK_01,80,28,52,0.35,4,2
2024-04-17 04:30:00,PARK_01,80,20,60,0.25,4,2
2024-04-17 05:00:00,PARK_01,80,21,59,0.263,5,2
2024-04-17 05:30:00,PARK_01,80,31,49,0.388,5,2
2024-04-17 06:00:00,PARK_01,80,30,50,0.375,6,2
2024-04-17 06:30:00,PARK_01,80,33,47,0.412,6,2
2024-04-17 07:00:00,PARK_01,80,40,40,0.5,7,2
2024-04-17 07:30:00,PARK_01,80,40,40,0.5,7,2
2024-04-17 08:00:00,PARK_01,80,42,38,0.525,8,2
2024-04-17 08:30:00,PARK_01,80,51,29,0.637,8,2
2024-04-17 09:00:00,PARK_01,80,55,25,0.688,9,2
2024-04-17 09:30:00,PARK_01,80,53,27,0.662,9,2
2024-04-17 10:00:00,PARK_01,80,53,27,0.662,10,2
2024-04-17 10:30:00,PARK_01,80,52,28,0.65,10,2
2024-04-17 11:00:00,PARK_01,80,60,20,0.75,11,2
2024-04-17 11:30:00,PARK_01,80,51,29,0.637,11,2
2024-04-17 12:00:00,PARK_01,80,51,29,0.637,12,2
2024-04-17 12:30:00,PARK_01,80,58,22,0.725,12,2
2024-04-17 13:00:00,PARK_01,80,53,27,0.662,13,2
2024-04-17 13:30:00,PARK_01,80,51,29,0.637,13,2
2024-04-17 14:00:00,PARK_01,80,47,33,0.588,14,2
2024-04-17 14:30:00,PARK_01,80,54,26,0.675,14,2
2024-04-17 15:00:00,PARK_01,80,41,39,0.512,15,2
2024-04-17 15:30:00,PARK_01,80,39,41,0.487,15,2
2024-04-17 16:00:00,PARK_01,80,43,37,0.537,16,2
2024-04-17 16:30:00,PARK_01,80,40,40,0.5,16,2
2024-04-17 17:00:00,PARK_01,80,47,33,0.588,17,2
2024-04-17 17:30:00,PARK_01,80,42,38,0.525,17,2
2024-04-17 18:00:00,PARK_01,80,36,44,0.45,18,2
2024-04-17 18:30:00,PARK_01,80,39,41,0.487,18,2
2024-04-17 19:00:00,PARK_01,80,42,38,0.525,19,2
2024-04-17 19:30:00,PARK_01,80,43,37,0.537,19,2
2024-04-17 20:00:00,PARK_01,80,37,43,0.463,20,2
2024-04-17 20:30:00,PARK_01,80,43,37,0.537,20,2
2024-04-17 21:00:00,PARK_01,80,31,49,0.388,21,2
2024-04-17 21:30:00,PARK_01,80,32,48,0.4,21,2
2024-04-17 22:00:00,PARK_01,80,38,42,0.475,22,2
2024-04-17 22:30:00,PARK_01,80,34,46,0.425,22,2
2024-04-17 23:00:00,PARK_01,80,27,53,0.338,23,2
2024-04-17 23:30:00,PARK_01,80,16,64,0.2,23,2
2024-04-18 00:00:00,PARK_01,80,14,66,0.175,0,3
2024-04-18 00:30:00,PARK_01,80,21,59,0.263,0,3
2024-04-18 01:00:00,PARK_01,80,19,61,0.237,1,3
2024-04-18 01:30:00,PARK_01,80,28,52,0.35,1,3
2024-04-18 02:00:00,PARK_01,80,16,64,0.2,2,3
2024-04-18 02:30:00,PARK_01,80,22,58,0.275,2,3
2024-04-18 03:00:00,PARK_01,80,21,59,0.263,3,3
2024-04-18 03:30:00,PARK_01,80,27,53,0.338,3,3
2024-04-18 04:00:00,PARK_01,80,25,55,0.312,4,3
2024-04-18 04:30:00,PARK_01,80,24,56,0.3,4,3
2024-04-18 05:00:00,PARK_01,80,27,53,0.338,5,3
2024-04-18 05:30:00,PARK_01,80,26,54,0.325,5,3
2024-04-18 06:00:00,PARK_01,80,30,50,0.375,6,3
2024-04-18 06:30:00,PARK_01,80,33,47,0.412,6,3
2024-04-18 07:00:00,PARK_01,80,42,38,0.525,7,3
2024-04-18 07:30:00,PARK_01,80,48,32,0.6,7,3
2024-04-18 08:00:00,PARK_01,80,53,27,0.662,8,3
2024-04-18 08:30:00,PARK_01,80,45,35,0.562,8,3
2024-04-18 09:00:00,PARK_01,80,47,33,0.588,9,3
2024-04-18 09:30:00,PARK_01,80,52,28,0.65,9,3
2024-04-18 10:00:00,PARK_01,80,51,29,0.637,10,3
2024-04-18 10:30:00,PARK_01,80,51,29,0.637,10,3
2024-04-18 11:00:00,PARK_01,80,65,15,0.812,11,3
2024-04-18 11:30:00,PARK_01,80,51,29,0.637,11,3
2024-04-18 12:00:00,PARK_01,80,49,31,0.613,12,3
2024-04-18 12:30:00,PARK_01,80,49,31,0.613,12,3
2024-04-18 13:00:00,PARK_01,80,48,32,0.6,13,3
2024-04-18 13:30:00,PARK_01,80,55,25,0.688,13,3
2024-04-18 14:00:00,PARK_01,80,57,23,0.713,14,3
2024-04-18 14:30:00,PARK_01,80,47,33,0.588,14,3
2024-04-18 15:00:00,PARK_01,80,49,31,0.613,15,3
2024-04-18 15:30:00,PARK_01,80,42,38,0.525,15,3
2024-04-18 16:00:00,PARK_01,80,39,41,0.487,16,3
2024-04-18 16:30:00,PARK_01,80,48,32,0.6,16,3
2024-04-18 17:00:00,PARK_01,80,36,44,0.45,17,3
2024-04-18 17:30:00,PARK_01,80,41,39,0.512,17,3
2024-04-18 18:00:00,PARK_01,80,40,40,0.5,18,3
2024-04-18 18:30:00,PARK_01,80,41,39,0.512,18,3
2024-04-18 19:00:00,PARK_01,80,37,43,0.463,19,3
2024-04-18 19:30:00,PARK_01,80,41,39,0.512,19,3
2024-04-18 20:00:00,PARK_01,80,39,41,0.487,20,3
2024-04-18 20:30:00,PARK_01,80,35,45,0.438,20,3
2024-04-18 21:00:00,PARK_01,80,32,48,0.4,21,3
2024-04-18 21:30:00,PARK_01,80,31,49,0.388,21,3
2024-04-18 22:00:00,PARK_01,80,26,54,0.325,22,3
2024-04-18 22:30:00,PARK_01,80,28,52,0.35,22,3
2024-04-18 23:00:00,PARK_01,80,25,55,0.312,23,3
2024-04-18 23:30:00,PARK_01,80,19,61,0.237,23,3
2024-04-19 00:00:00,PARK_01,80,10,70,0.125,0,4
2024-04-19 00:30:00,PARK_01,80,21,59,0.263,0,4
2024-04-19 01:00:00,PARK_01,80,24,56,0.3,1,4
2024-04-19 01:30:00,PARK_01,80,16,64,0.2,1,4
2024-04-19 02:00:00,PARK_01,80,24,56,0.3,2,4
2024-04-19 02:30:00,PARK_01,80,23,57,0.287,2,4
2024-04-19 03:00:00,PARK_01,80,23,57,0.287,3,4
2024-04-19 03:30:00,PARK_01,80,21,59,0.263,3,4
2024-04-19 04:00:00,PARK_01,80,30,50,0.375,4,4
2024-04-19 04:30:00,PARK_01,80,28,52,0.35,4,4
2024-04-19 05:00:00,PARK_01,80,21,59,0.263,5,4
2024-04-19 05:30:00,PARK_01,80,29,51,0.362,5,4
2024-04-19 06:00:00,PARK_01,80,37,43,0.463,6,4
2024-04-19 06:30:00,PARK_01,80,37,43,0.463,6,4
2024-04-19 07:00:00,PARK_01,80,34,46,0.425,7,4
2024-04-19 07:30:00,PARK_01,80,39,41,0.487,7,4
2024-04-19 08:00:00,PARK_01,80,45,35,0.562,8,4
2024-04-19 08:30:00,PARK_01,80,53,27,0.662,8,4
2024-04-19 09:00:00,PARK_01,80,53,27,0.662,9,4
2024-04-19 09:30:00,PARK_01,80,56,24,0.7,9,4
2024-04-19 10:00:00,PARK_01,80,52,28,0.65,10,4
2024-04-19 10:30:00,PARK_01,80,52,28,0.65,10,4
2024-04-19 11:00:00,PARK_01,80,55,25,0.688,11,4
2024-04-19 11:30:00,PARK_01,80,56,24,0.7,11,4
2024-04-19 12:00:00,PARK_01,80,62,18,0.775,12,4
2024-04-19 12:30:00,PARK_01,80,46,34,0.575,12,4
